V1,V2,V3,V4,V5,Class
-0.769,-1.061,-0.188,1.713,2.338,1
2.299,-0.832,-0.203,0.36,0.558,1
-0.688,-0.926,0.953,0.985,1.087,1
-0.232,0.513,-1.452,-0.793,-0.419,1
-0.817,-1.155,-0.228,1.245,1.765,1
-0.337,2.017,-1.486,0.356,1.029,1
-0.699,0.222,1.867,-1.591,-0.788,1
-0.595,-0.154,2.247,-1.485,-0.791,1
-0.696,-0.69,-1.514,2.54,-1.963,2
-0.028,0.669,0.019,-0.753,0.072,1
-0.587,-0.054,0.004,0.814,1.23,2
-0.463,0.725,0.871,-1.08,0.336,1
-0.746,-0.952,0.544,1.742,-1.232,1
1.319,0.736,-0.408,-0.094,0.574,1
0.325,1.684,0.051,-0.064,-0.137,1
-0.57,0.331,1.319,-1.178,-0.137,1
-0.283,1.698,0.319,0.252,-0.534,1
0.565,-0.047,-1.079,-0.35,0.026,1
1.511,1.033,-0.239,0.215,0.324,1
-0.472,1.133,0.533,0.395,1.516,2
-0.843,-0.896,-0.471,0.156,1.71,1
-0.798,-1.087,-0.364,0.992,-0.137,1
-0.199,2.62,-1.41,-0.069,0.337,1
-0.69,-0.652,-0.049,1.685,-0.137,1
-0.278,-0.842,0.825,0.547,0.694,2
-0.833,-0.94,0.239,-0.501,-0.137,1
-1.232,2.293,-1.565,-0.891,-0.43,1
2.616,-1.061,-0.948,-0.592,-0.027,1
-0.304,2.246,-1.595,-0.853,0.206,1
2.162,-1.116,-0.338,0.735,-0.528,1
0.413,0.653,0.835,0.429,-0.499,2
1.606,-1.162,-0.272,1.812,-1.055,1
-0.323,1.914,-1.553,-0.819,-0.4,1
2.097,-0.207,0.725,-0.801,-0.322,1
-0.373,1.054,0.994,-1.239,-0.137,1
-0.45,-0.35,0.52,0.586,3.54,2
1.749,-0.454,-0.282,1.021,-0.788,1
0.466,0.888,-1.277,-0.736,0.134,1
-0.599,-0.21,0.087,2.318,-1.301,2
-0.046,0.999,1.109,-1.027,-0.413,2
-0.171,-0.772,-0.085,2.175,-1.125,2
-0.677,-0.528,1.449,-1.258,-1.372,2
-0.298,2.685,-1.591,0.072,0.704,1
-0.481,1.545,1.344,-1.019,-0.444,2
-0.752,-1.039,-0.257,-0.908,-0.137,1
1.308,-0.766,-0.678,-0.245,-0.377,1
-0.662,-0.615,0.194,2.368,-0.137,2
-0.87,-1.168,-0.438,0.763,-0.137,1
-0.628,1.06,0.087,0.856,-0.788,2
-0.722,-0.793,0.725,0.28,2.148,2
0.178,0.289,-1.077,-0.627,0.038,1
-0.716,-0.564,0.147,1.203,-0.137,2
-1.028,-0.596,0.943,1.162,1.585,2
0.037,0.9,0.15,0.157,0.965,2
-0.258,-0.384,1.537,1.743,-0.989,2
-0.644,-0.51,1.858,-1.162,-0.691,1
-1.887,-0.44,-1.139,-0.073,-0.922,1
-0.298,1.389,0.824,-1.109,-0.137,1
-0.129,1.131,-1.415,-0.737,-0.137,1
0.455,0.649,0.142,0.081,0.386,1
-0.596,1.79,-1.288,-0.76,-0.377,1
2.434,-0.604,-1.008,-0.168,-0.297,1
-0.393,-0.026,1.926,-1.386,-0.636,1
2.61,-0.794,-0.585,-0.092,-0.29,1
-0.679,0.566,0.062,-0.021,-0.442,1
0.076,1.894,-1.274,-0.718,-0.34,1
1.318,0.399,-0.292,-0.185,0.736,1
-0.349,-0.322,0.509,0.845,2.961,2
-0.85,-1.101,-0.188,0.154,-0.656,2
0.804,0.285,-0.222,1.399,-0.844,1
-0.196,1.7,0.14,0.633,-0.693,2
-0.863,-1.065,-0.369,1.475,-1.619,1
0.379,1.685,-1.275,-0.719,-0.318,1
-0.508,0.009,0.411,0.221,-0.505,1
-0.75,-0.873,0.105,1.909,-1.483,2
-0.819,-0.635,0.494,-0.501,-0.137,2
-0.708,-0.557,-0.178,2.214,-1.761,2
2.587,0.146,-1.112,0.366,-0.448,1
-0.506,0.075,-2.001,-1.277,-0.985,2
-0.783,-0.479,0.794,2.745,-1.866,1
-0.334,-0.233,0.179,2.556,-1.366,2
-0.173,2.192,-1.449,-0.858,-0.773,1
1.362,0.842,-0.154,-0.726,-0.313,1
0.162,0.433,-1.152,-0.259,-0.291,1
0.781,0.207,-1.095,-0.62,0.022,1
0.788,1.218,-0.185,-0.218,0.096,1
-0.675,-0.442,2.044,-1.424,0.809,1
-0.24,-0.23,1.202,-1.198,-0.662,2
0.76,0.604,-1.202,-0.654,-0.271,1
-0.663,-0.226,1.719,-1.494,-0.137,1
-0.834,-0.777,0.231,2.359,-1.663,2
-0.169,1.688,0.164,-0.113,0.184,1
2.73,-1.79,-0.711,-0.38,-0.286,1
-0.263,1.103,0.679,-0.941,-0.399,1
1.449,-1.053,-0.924,-0.387,-0.227,1
0.225,0.414,-1.15,-0.246,-0.296,1
0.184,1.501,-1.406,0.806,-0.636,1
-0.809,-0.978,0.198,0.391,-0.137,2
0.044,0.084,1.434,-1.184,-0.594,2
0.036,1.314,-1.299,-0.022,2.258,1
-0.79,-0.211,0.587,-0.928,-0.426,1
-0.689,0.285,1.25,0.746,1.865,1
0.216,1.096,0.553,0.546,-0.533,1
-0.199,1.687,-1.348,-0.801,-0.379,1
-0.173,0.329,-1.187,-0.261,-0.36,1
-0.214,-0.291,1.476,0.986,1.309,2
-0.835,-0.948,-0.266,0.08,-0.667,2
-0.826,-1.032,-0.118,-0.83,-0.966,1
-0.68,-0.15,-0.199,1.907,-0.137,2
0.489,0.744,-0.194,0.397,1.151,1
-0.675,-0.787,1.833,0.628,-0.137,2
-0.636,1.677,-1.281,0.083,2.417,1
0.772,0.392,-1.181,-0.984,2.259,1
-0.877,-1.145,-0.445,-1.222,3.574,1
2.602,-1.859,-0.529,0.011,-0.551,1
1.15,-0.194,-1.033,-0.603,-0.018,1
0.657,-0.551,1.938,-1.187,-0.582,2
0.205,0.69,0.037,1.42,-0.939,2
-0.848,-0.959,-0.365,0.426,-1.39,1
-0.23,2.148,-1.646,-0.817,-0.406,1
3.579,-1.762,-0.299,-0.66,-0.251,1
-0.294,0.664,0.4,-0.065,-0.137,1
-0.814,-0.634,-1.976,2.05,-1.907,1
-0.548,-0.772,1.862,-1.439,1.104,2
-0.531,-0.664,1.259,0.501,-0.774,1
-0.812,-0.61,-0.453,1.03,-0.137,2
-0.598,-0.248,0.462,1.167,-1.821,2
-0.798,-0.761,0.746,2.04,-0.137,1
-0.621,-0.556,0.204,-1.002,-0.137,2
-0.638,-0.526,0.16,2.164,-0.137,2
-0.456,-0.892,1.376,0.42,0.643,2
-0.367,1.155,-0.129,0.359,1.332,2
-0.79,-1.112,-0.487,-0.06,1.465,2
1.067,0.464,0.86,-0.941,-0.423,1
-0.814,-1.114,-0.366,1.782,1.95,1
1.479,-0.69,-0.935,-0.403,-0.024,1
-0.398,2.313,-1.494,-0.862,-0.404,1
0.614,1.008,-1.155,-0.708,-0.389,1
2.475,-0.174,-0.426,-0.177,0.399,1
-0.493,0.145,1.036,0.899,-0.922,2
2.874,-0.674,-0.527,0.593,-0.486,1
0.418,-0.745,0.939,0.276,0.338,2
0.917,1.236,-1.238,-0.222,0.147,1
-0.35,1.662,0.787,0.367,-0.604,1
0.258,0.824,-1.17,-0.255,-0.848,1
0.009,0.023,1.31,-1.169,0.467,2
-0.653,-0.468,-0.089,0.787,-0.137,2
-0.804,-0.776,0.652,0.296,-0.137,1
0.183,-0.569,-1.024,-0.614,0.056,1
1.44,-0.106,-0.501,-0.206,-0.252,1
1.565,-0.451,-0.42,-0.62,-0.241,1
-0.746,-0.659,-0.278,0.474,-0.137,2
-0.813,-0.691,0.66,-0.501,-0.137,2
1.736,0.647,-1.219,0.651,-0.588,1
-0.542,-0.794,1.276,0.676,1.048,2
0.157,1.586,-1.27,1.0,-0.792,1
1.313,-0.316,-0.631,-0.325,0.098,1
2.362,-0.595,0.562,-0.889,-0.354,1
-0.655,0.558,0.181,0.421,-0.643,1
0.845,0.956,-0.205,0.451,0.598,1
-0.271,-0.132,0.387,2.191,-1.353,2
0.22,1.863,-1.284,0.029,0.935,1
-0.484,0.64,0.436,0.147,-0.534,1
-0.788,-0.244,1.292,-1.208,-0.137,1
0.0,0.828,0.367,1.357,-0.756,2
-0.3,-0.105,0.755,0.77,2.142,2
-0.87,-0.168,-1.131,0.283,-0.559,1
-0.83,-0.733,-0.554,0.069,1.503,2
-0.275,1.486,-0.116,-0.13,0.291,1
-0.274,0.631,0.91,1.296,-0.723,2
-0.611,-0.864,1.511,0.931,2.446,2
-0.815,-0.531,0.572,1.711,-0.137,1
-2.097,0.352,-1.179,-0.672,-0.286,1
-0.446,-0.617,-0.087,1.631,-1.895,2
-0.767,-1.04,-0.536,0.104,-0.137,2
-0.828,-0.995,-0.268,0.867,-0.137,2
-0.65,-0.782,0.481,1.009,-0.137,1
-0.056,1.558,-1.556,0.034,-0.657,1
-0.727,-0.093,0.646,-0.969,-0.401,1
0.682,0.647,-1.196,-0.658,-0.284,1
0.032,0.437,-1.18,-0.06,-0.823,1
-0.81,-1.006,0.138,0.297,-0.137,2
-0.25,0.067,1.034,0.339,1.94,2
-0.851,-0.761,-0.073,2.238,-0.137,1
-0.527,0.55,0.069,-0.016,-0.487,1
0.373,-0.462,-0.569,-0.38,0.004,1
2.025,-0.82,-0.207,0.096,0.456,1
-0.422,0.299,1.558,-1.184,-0.137,1
-0.488,-0.703,2.378,-1.368,0.666,2
-0.834,-0.997,-0.051,-1.294,2.14,2
-0.675,-0.837,-0.397,0.635,1.712,1
-0.75,-0.426,1.621,0.664,-0.137,1
-0.488,-0.275,1.774,-1.491,0.608,1
-0.619,-0.441,0.132,0.556,-0.137,2
-0.128,1.307,0.606,0.255,1.357,2
1.758,-0.546,-0.49,-0.603,-0.007,1
1.311,-0.044,0.458,0.844,-0.632,1
0.816,0.162,-1.077,-0.334,-0.276,1
0.287,1.176,-1.351,-0.184,0.458,1
2.661,-1.805,-0.66,-0.347,-0.316,1
2.421,-1.778,-0.697,-0.331,-0.241,1
1.724,-0.328,0.02,-0.773,0.248,1
-0.474,2.822,-1.481,-0.931,-0.414,1
-0.795,-0.637,0.411,1.881,-0.137,2
2.473,-0.796,-0.968,-0.389,-0.032,1
-0.63,-0.529,-1.75,1.719,-1.351,2
-0.731,-1.015,-0.131,0.182,-0.137,1
-0.686,0.575,-1.253,-0.074,-0.344,1
1.612,-0.008,-0.328,0.048,-0.544,1
-0.393,1.552,0.768,0.49,-0.553,1
1.325,0.208,-1.127,-0.21,-0.314,1
-0.339,2.148,-1.543,-0.864,-0.46,1
-0.713,-0.138,1.265,-1.189,-0.534,1
-0.888,-1.191,-0.433,-1.038,-0.137,1
-0.672,-0.681,1.519,-1.354,0.809,2
3.156,-1.798,-0.631,-0.599,-0.013,1
2.796,-0.776,-0.485,-0.38,-0.227,1
1.727,-1.066,-0.924,-0.566,-0.058,1
0.185,-0.52,1.256,-1.243,1.581,2
1.114,-0.159,-1.017,-0.589,-0.009,1
-0.84,-1.086,-0.277,1.355,-0.137,1
0.932,0.342,-1.129,-0.626,-0.137,1
-0.578,-0.06,1.954,-1.382,-0.889,1
-0.826,-0.956,0.124,0.592,-0.137,2
-0.323,1.395,0.885,-1.053,-0.506,1
1.473,0.766,0.128,-0.802,0.13,1
2.695,-0.708,-0.63,-0.354,-0.254,1
0.562,1.565,-1.275,-0.809,-0.633,1
-0.116,1.609,-1.352,-0.183,-0.542,1
1.428,-0.855,1.42,-1.059,-0.416,1
3.171,-1.868,-0.998,-0.404,-0.026,1
-1.05,-2.039,-2.112,-2.485,-0.137,1
-1.064,-1.938,-1.514,1.774,-0.137,2
-0.781,-0.27,1.839,-1.344,-0.137,1
1.033,1.141,-1.201,0.212,0.739,1
-0.456,-0.544,0.581,1.725,-1.193,1
-0.384,-0.171,1.066,0.779,1.642,2
-0.622,0.155,1.024,2.132,-0.137,2
-0.689,-0.673,0.621,1.851,-1.303,1
0.81,-0.197,-0.99,-0.591,-0.018,1
-0.508,0.502,-0.124,-0.822,-0.432,1
-0.188,-0.904,0.051,2.02,-1.112,1
-0.343,1.056,1.27,0.372,0.998,1
-0.04,1.836,0.507,0.377,0.5,2
1.27,-0.896,-0.623,-0.312,-0.396,1
-0.773,-0.51,0.093,1.946,-1.296,1
1.32,-0.893,-0.623,-0.311,-0.395,1
-0.493,-0.685,2.462,-1.196,0.757,2
-0.84,-0.665,-0.509,0.645,2.16,2
-0.787,-0.367,0.016,0.968,-0.137,2
0.357,1.031,-0.147,-0.708,-0.469,1
-0.336,1.192,-1.411,-0.734,0.087,1
2.997,-1.036,-0.946,-0.597,-0.233,1
1.291,1.1,-1.134,-0.674,-0.304,1
-0.215,2.585,-1.394,-0.866,0.441,1
-0.329,2.367,-1.479,-0.886,-0.755,1
-0.52,-0.915,1.231,1.127,1.268,1
-0.524,0.545,0.683,-1.13,-0.627,1
-0.7,-0.129,2.073,-1.41,-0.876,1
-0.345,1.418,-1.617,-0.067,-0.137,1
1.773,0.642,-1.183,0.84,-0.616,1
-0.551,0.619,0.508,0.075,-0.499,1
0.772,0.369,0.032,-0.063,0.415,1
0.973,0.304,-0.092,0.399,1.299,1
1.982,-0.92,-0.619,-0.316,-0.223,1
0.574,0.142,-0.462,-0.693,-0.267,1
-0.35,-0.95,0.616,1.153,3.365,2
-0.802,-0.662,-0.378,-1.488,-0.137,2
0.024,1.141,0.878,-0.919,-0.41,2
0.899,-0.181,0.51,0.414,0.968,2
-0.59,-0.212,0.317,1.103,-0.137,2
0.447,1.171,-1.211,-0.698,-0.324,1
-0.61,-0.344,0.859,-1.076,0.558,2
-0.618,-0.028,1.914,-1.33,-0.759,1
-0.335,2.557,-1.466,-0.801,-0.422,1
-0.44,0.884,0.089,-0.114,-0.137,1
-1.121,-0.052,0.981,-1.166,-0.509,1
-0.302,1.308,-0.015,-0.151,0.21,1
-0.811,-0.67,-0.396,-1.424,-0.137,2
1.71,-1.754,-0.594,-0.279,-0.284,1
0.284,1.558,-1.275,-0.721,-0.337,1
2.518,-1.073,0.633,0.139,-0.543,1
-0.571,-0.972,0.91,1.307,-1.498,1
-0.686,-0.391,0.51,2.315,-0.137,2
-0.401,1.973,-1.558,-0.811,-0.395,1
-0.294,-0.879,0.274,1.478,-1.208,2
-1.073,-0.666,0.886,1.002,-0.137,1
-0.3,2.108,-1.489,-0.014,-0.44,1
-0.844,-0.391,0.901,-1.207,-0.666,1
-0.681,-0.63,0.55,0.419,2.152,2
-0.564,0.063,0.243,0.082,-0.486,1
-0.588,1.064,0.865,0.748,1.667,1
-0.328,-0.678,1.083,0.962,2.54,2
-0.845,-0.968,-0.002,0.494,-0.137,2
-0.684,-0.144,1.867,-1.302,-0.137,1
0.165,0.157,0.487,0.098,2.082,2
-0.628,-0.83,-0.043,1.919,-1.497,2
-0.551,-0.372,1.024,0.626,0.822,1
-0.507,2.218,1.01,-1.015,-0.435,2
-0.647,-0.406,1.986,-1.363,-0.723,1
-1.145,-1.077,-0.008,1.898,-2.126,2
-0.817,-0.809,0.768,0.915,-0.745,1
-0.754,-0.701,0.926,0.871,-0.137,1
-0.158,2.645,-1.434,-0.101,0.341,1
2.137,-0.116,-0.399,-0.006,0.241,1
-0.373,2.374,-1.483,-0.804,-0.137,1
-0.43,-0.632,1.23,1.04,2.581,2
3.171,-0.819,-0.38,-0.621,-0.232,1
-0.66,-0.109,2.576,-1.412,-0.838,1
2.052,-0.616,-0.458,-0.601,-0.02,1
-0.378,1.304,0.312,0.443,-0.642,2
-0.18,2.013,-1.299,-0.179,-0.355,1
1.969,-0.23,0.095,0.404,-0.5,1
-0.624,-0.204,2.091,-1.446,-0.84,1
0.955,1.425,-1.33,-0.752,-0.328,1
-0.215,2.195,-1.432,-0.845,-0.819,1
-0.778,-1.124,-0.385,0.57,2.636,1
1.053,1.068,-1.233,-0.853,1.119,1
-0.734,-0.841,-0.597,0.912,2.395,2
-0.2,2.295,-1.348,-0.781,-0.391,1
-0.819,-0.741,-0.262,0.402,1.133,1
-0.559,-0.131,1.569,-1.283,0.954,1
-0.43,-0.784,0.619,1.065,3.336,2
-0.178,0.704,0.615,-1.043,-1.009,1
-0.641,0.309,0.41,-1.089,0.45,1
-0.027,-0.839,0.615,2.346,-1.27,1
-0.305,-0.778,0.904,1.011,1.05,2
2.652,-0.804,-0.58,-0.156,-0.272,1
0.332,0.96,-0.069,1.323,-0.682,1
0.189,1.186,-1.19,-0.264,-0.416,1
0.672,1.094,-1.34,0.273,1.567,1
-0.33,-0.545,1.717,0.83,-0.74,1
-0.632,-0.144,1.84,-1.458,-0.848,1
2.489,-1.056,0.725,-0.835,-0.359,1
-0.563,1.102,-1.22,-0.711,-0.317,1
-1.081,-0.221,1.278,-1.283,-0.815,1
-0.561,-0.965,1.019,1.099,1.573,1
0.084,0.109,0.967,0.58,1.347,2
-0.459,0.212,-0.368,-0.155,-0.137,1
-0.508,1.108,1.0,0.427,-0.74,1
3.382,-1.834,-0.965,-0.604,-0.243,1
-0.712,-0.754,-0.131,1.58,-0.137,2
0.481,-0.218,-1.056,-0.601,-0.234,1
-0.446,1.531,0.359,0.507,-0.137,1
0.051,1.29,1.0,0.246,-0.457,2
-0.606,0.479,0.79,1.346,-1.192,2
-0.697,0.156,1.155,-1.273,-0.599,1
2.517,-0.855,-0.971,-0.618,-0.238,1
-0.684,-0.439,0.659,-1.008,-0.481,2
-0.4,-0.323,1.005,-1.796,-1.569,2
-0.672,-0.984,-1.093,0.838,2.592,2
-0.549,-0.907,1.226,1.13,1.067,1
2.12,-0.744,-0.659,-0.368,-0.036,1
-0.066,0.182,-0.286,-0.256,-0.278,1
-0.828,-0.594,-0.392,0.408,2.109,1
0.257,1.621,-1.477,0.646,-0.563,1
0.135,1.66,-1.48,-0.741,1.242,1
-0.527,0.277,0.522,-1.02,-0.452,1
1.559,-0.442,-0.965,-0.36,0.054,1
-0.531,1.737,-1.24,-0.733,0.157,1
-0.8,-0.875,-0.107,1.594,1.035,2
0.551,-0.253,-1.219,-0.332,-0.137,1
-0.574,-0.657,-0.156,1.868,-1.825,2
-0.377,1.109,-1.237,-0.696,-0.29,1
0.108,-0.55,0.139,1.277,0.842,2
-0.691,0.015,0.928,-1.079,-0.137,1
0.761,-0.624,-0.966,-0.36,0.074,1
0.092,0.172,-1.198,-0.643,-0.137,1
-0.459,2.086,-1.283,-0.729,0.174,1
0.293,-0.377,0.005,-0.067,0.245,1
1.103,0.233,-0.276,-0.161,1.248,1
-0.67,-0.897,-0.335,1.092,1.716,2
-0.611,-0.947,1.062,0.688,1.841,1
1.742,-0.687,-0.925,-0.575,-0.053,1
-0.822,-1.123,-0.289,2.126,-1.733,1
1.27,1.486,-1.278,-0.035,-0.479,1
-0.728,0.004,1.032,0.446,-0.137,1
-0.818,-0.881,0.068,0.44,-0.137,2
-0.593,-0.359,0.837,0.838,-1.246,2
-0.506,-0.02,0.069,-0.928,0.672,1
-0.013,0.506,-1.227,-0.69,-0.316,1
1.973,-1.069,0.086,1.333,-0.781,1
0.507,1.512,-1.302,-0.216,0.149,1
-0.708,0.378,0.363,0.124,-0.137,1
-0.144,-0.051,0.832,-0.9,-0.6,2
-0.081,1.515,-0.239,1.198,-0.712,1
2.077,-1.005,-0.685,-0.375,-0.034,1
-0.802,-1.016,-0.278,1.805,1.575,1
-0.874,-1.163,-0.462,0.669,2.592,1
-0.039,1.884,0.084,0.174,0.888,1
2.008,-0.562,-0.434,-0.196,0.789,1
0.082,-0.215,1.647,0.487,-0.795,2
-0.658,0.879,0.27,0.261,2.353,1
-0.161,1.169,-1.402,-0.771,-0.137,1
-0.586,-0.607,-0.037,1.032,-1.666,2
-0.496,0.167,0.998,0.926,-0.92,2
-0.5,-0.01,0.917,0.37,-0.926,1
-0.524,2.102,0.068,0.379,-0.137,1
-0.83,-0.93,0.152,0.535,-1.106,2
-0.276,-0.897,0.049,1.443,-1.296,2
-0.714,-0.835,0.019,1.726,-1.064,1
0.933,1.622,-1.32,0.264,-0.506,1
1.8,-0.602,-0.48,-0.598,-0.018,1
-0.635,0.587,0.056,-0.084,0.145,1
0.064,1.634,0.53,0.232,-0.469,2
2.118,-0.912,-0.633,-0.334,-0.226,1
-1.157,0.435,0.741,0.314,0.536,1
2.096,-0.477,-1.001,-0.386,-0.219,1
-0.261,2.166,-1.368,-0.747,-0.374,1
-0.366,-0.851,1.418,-1.503,-0.137,2
2.487,-0.362,-0.038,-0.092,-0.355,1
-0.411,-0.233,2.028,-1.349,-0.557,1
2.511,-0.792,-0.964,-0.393,-0.223,1
0.289,1.116,-1.189,-0.679,0.048,1
-0.118,1.211,-1.168,-0.695,0.072,1
-0.704,-0.789,-0.176,0.353,-0.137,1
-0.38,1.134,0.48,1.237,-0.904,2
-0.349,0.898,0.735,0.314,-0.137,1
-0.607,-0.151,-0.016,1.119,-1.422,2
-0.647,-0.229,1.424,-1.288,-0.666,1
-0.629,0.56,0.261,0.056,-0.465,1
-0.133,0.428,1.091,0.411,1.946,2
1.0,0.009,-0.263,-0.006,-0.495,1
-0.795,-0.942,-0.222,0.346,-0.137,1
-0.676,-0.946,0.89,1.231,1.066,1
-0.826,-0.984,-0.032,-0.833,-0.137,1
0.156,-0.609,1.222,0.7,-0.784,1
-0.26,0.464,-1.2,-0.243,-0.283,1
-0.603,-0.292,1.784,-1.375,0.522,1
-0.225,2.206,-0.177,0.603,-0.686,1
2.882,-0.968,-0.959,-0.389,-0.228,1
0.564,0.697,-1.22,0.009,2.259,1
-0.535,-0.772,1.024,0.664,1.471,1
-0.099,1.836,0.378,0.021,-0.448,1
0.351,0.399,-0.273,-0.087,-0.614,1
-0.337,1.431,0.12,-1.108,2.439,1
-0.419,0.732,-1.226,-0.697,-0.314,1
-0.58,-0.687,-0.022,2.326,3.489,2
0.005,1.799,-1.274,-0.125,-0.528,1
-0.569,-0.059,2.023,-1.417,-0.137,1
1.889,-0.198,-1.114,-0.244,0.18,1
-1.067,-0.26,0.682,-1.294,-0.671,1
2.255,-1.167,-0.655,-0.258,-0.246,1
-0.478,-0.818,0.997,0.988,-1.722,2
-0.721,-0.784,0.749,0.293,2.098,2
-0.804,-0.341,-0.063,1.613,-1.889,2
0.209,0.662,-1.289,-1.068,0.64,2
-0.535,-0.67,1.372,1.299,2.69,2
-0.774,-0.854,0.178,1.593,-1.078,1
-0.631,-0.212,2.153,-1.364,-0.137,1
2.465,-0.269,-0.036,-0.686,-0.267,1
0.394,1.558,-1.287,0.379,0.823,1
-0.472,0.382,0.686,0.217,-0.931,1
-0.552,1.527,-1.558,-1.125,2.227,1
0.013,0.839,-1.324,-0.733,-0.137,1
-0.785,-1.091,-0.331,-1.431,-0.137,1
-1.059,-0.822,0.453,2.421,-1.874,1
-0.473,0.664,0.363,0.045,-0.592,1
1.255,-0.718,-0.603,-0.328,-0.262,1
-0.564,-0.455,0.152,0.609,1.226,2
-0.054,1.049,-1.517,-0.807,0.184,1
0.444,0.223,1.126,-1.154,-0.468,2
0.455,1.34,-1.359,-0.139,-0.397,1
-0.1,1.889,-1.384,-0.876,1.453,1
-0.8,-0.904,0.36,0.648,-0.137,1
-0.696,-0.375,0.108,1.554,-0.137,2
0.642,-0.345,-0.016,0.301,0.428,2
-0.724,-0.157,-0.153,0.994,1.306,2
2.569,-1.799,-0.643,-0.162,-0.301,1
-0.803,-0.838,0.138,0.164,-0.137,1
-0.694,-0.77,-0.066,2.076,1.634,2
-0.719,-0.689,0.02,1.997,-1.368,1
-0.784,-0.76,0.637,2.013,-1.25,1
0.907,-0.241,0.617,0.514,1.136,2
-0.699,-0.662,0.34,0.889,-1.239,2
0.62,1.436,0.302,0.217,-0.455,1
0.126,0.713,0.285,-0.854,-0.373,1
-0.753,-0.861,-0.26,1.084,-0.137,2
-0.55,0.623,-0.146,-0.165,0.101,1
-0.508,1.405,0.161,-1.216,-0.137,1
-0.813,-1.277,-0.648,-1.052,1.609,2
0.883,0.431,0.016,-0.0,0.548,1
-0.846,-1.042,-0.332,0.227,-0.137,2
-0.273,1.898,-1.713,0.153,-0.494,1
-0.756,-0.892,0.76,0.756,-1.904,1
-0.746,-0.763,-0.054,1.827,-1.474,1
-0.846,-0.959,-0.014,2.638,-0.137,2
2.874,-0.972,-0.274,0.378,-0.563,1
-0.132,1.349,-1.202,-0.727,-0.352,1
-0.372,-0.42,-1.539,-1.302,0.406,2
-0.488,0.001,1.128,0.637,1.252,2
-0.536,-0.814,0.641,0.402,1.319,1
2.59,-1.851,-0.664,-0.59,-0.228,1
0.38,0.868,-0.134,-0.738,-0.446,1
-0.807,-0.68,-0.385,0.446,2.018,2
-0.769,-1.149,-0.406,0.845,2.407,1
-0.632,0.41,0.319,0.047,0.42,1
-0.475,-0.557,1.011,0.77,-0.137,2
-0.663,-0.272,2.02,-1.579,0.925,1
1.12,0.366,-1.052,-0.645,0.014,1
0.832,0.318,-1.276,-0.01,-1.141,2
-0.803,-1.062,-0.044,1.343,-0.137,1
2.221,-0.344,-0.322,0.071,0.26,1
-0.676,1.395,-1.415,0.222,-0.137,1
-0.706,0.06,1.922,-1.512,-0.137,1
-0.692,-0.353,1.797,-1.522,1.974,2
0.996,0.594,0.649,-0.799,-0.341,1
1.657,-0.177,-0.986,-0.363,-0.233,1
-0.188,-0.903,0.051,2.02,-1.112,1
-0.67,-0.666,0.202,1.475,-0.137,1
1.749,-0.911,-0.638,-0.368,0.045,1
-0.555,0.167,1.771,-1.336,-0.137,1
1.781,-1.147,-0.672,-0.296,-0.248,1
-0.593,-0.896,0.688,1.629,2.931,2
-0.603,0.647,-1.13,-0.674,-0.302,1
-0.242,0.131,1.655,-1.387,-0.58,2
1.486,-0.703,-0.924,-0.416,-0.206,1
-0.766,-0.441,0.061,1.941,-1.311,1
1.417,0.078,-0.272,-0.032,-0.371,1
-1.034,-0.88,0.051,1.31,-1.13,2
0.353,1.496,-1.213,-0.699,0.336,1
-0.718,-0.618,0.136,-0.07,2.063,2
-1.133,-1.758,-1.228,0.758,2.776,2
2.376,-1.778,-0.951,-0.4,-0.018,1
-0.486,0.926,-1.179,-0.721,-0.296,1
-0.63,-0.147,1.482,0.551,1.61,2
0.27,1.75,-1.28,-0.122,0.938,1
-0.818,-1.01,-0.296,0.93,-0.137,1
-0.64,-0.034,2.207,-1.52,-0.821,1
-0.776,0.027,0.034,-0.08,-0.137,1
0.19,1.67,-1.447,-0.167,0.156,1
0.442,-0.042,1.642,-1.09,-0.456,1
0.886,0.446,-0.06,-0.149,0.483,1
-0.596,-0.484,1.465,1.429,2.058,2
-0.499,0.219,2.36,-1.414,-0.68,1
-0.837,-1.172,-0.477,1.238,3.041,1
-0.187,0.305,0.652,0.851,1.863,2
3.003,-1.814,-0.629,-0.357,-0.24,1
1.993,-1.726,-0.597,-0.31,-0.238,1
-0.835,-0.817,-0.2,-1.712,-0.137,1
-0.526,0.314,0.87,0.767,1.688,1
1.446,0.779,-1.143,-0.282,0.061,1
-0.386,1.081,0.928,0.227,-0.541,1
-0.377,-0.581,1.488,-1.261,1.116,2
-0.755,-1.829,-1.376,-1.862,-1.866,2
-0.44,0.685,-1.173,-0.213,-0.304,1
-0.68,-0.688,0.282,1.172,-1.179,2
-0.821,-0.828,0.535,0.71,-0.137,1
-0.808,-0.955,-0.35,0.914,-0.137,1
-0.731,-0.869,-0.044,2.206,-1.453,1
-0.798,-0.899,-1.39,-1.308,1.229,1
1.901,-1.728,-0.587,-0.292,-0.244,1
0.387,0.281,-1.083,-0.631,0.013,1
-0.671,0.008,1.648,-1.158,-0.137,1
-0.412,1.786,0.595,0.259,-0.466,2
2.571,-0.465,-0.988,-0.376,-0.027,1
-0.552,-0.386,0.564,0.813,0.524,2
-0.73,-0.326,1.809,0.705,-1.016,1
3.236,-1.854,-0.981,-0.403,-0.23,1
