RIDGE,NUB,CRACK,WEIGHT,DENSITY,binaryClass
2.05,14.17,0.85,5.32,-2.74,N
-3.5,-8.65,-6.65,5.74,-3.5,N
2.86,-6.66,-1.2,-4.43,-0.69,N
13.53,-0.96,-0.27,-20.7,-1.24,N
-2.23,-6.48,1.12,-1.09,-1.54,N
4.62,3.16,2.18,-8.0,1.61,N
5.7,7.81,11.31,-4.81,-0.86,N
6.52,-0.37,0.36,-11.92,0.17,N
5.16,6.17,3.65,-9.4,1.15,N
-4.8,7.95,2.97,1.78,4.76,N
1.02,5.1,-8.04,-8.17,3.61,N
-8.98,4.99,-1.54,13.12,3.68,N
6.35,-3.37,5.19,-4.05,-3.37,N
-0.9,-0.28,0.03,0.14,1.21,N
8.04,-2.08,-3.81,-9.3,-3.86,N
-1.68,-2.76,-2.79,-0.06,1.56,N
-14.16,7.78,3.54,17.9,6.12,N
6.46,2.56,2.52,-2.24,-0.91,N
-9.55,-0.97,4.25,13.19,3.52,N
-1.54,5.66,-6.46,-2.06,2.5,N
0.67,-2.24,11.94,-1.21,-3.28,N
-0.6,6.18,-12.24,5.21,-1.98,N
-8.25,-5.24,-17.62,9.24,1.11,N
7.04,0.79,-3.47,-8.28,-4.82,N
3.21,3.87,2.88,2.7,-4.38,N
-1.3,-0.57,0.18,-0.22,1.71,N
6.5,1.41,1.91,-5.14,-1.53,N
-5.81,2.53,5.43,12.36,0.38,N
5.76,6.61,7.26,-6.73,-0.5,N
-3.57,-1.47,2.07,1.17,3.15,N
1.11,-1.78,2.68,-6.31,-0.13,N
-1.06,-0.47,-2.94,6.11,-2.04,N
3.32,0.2,3.98,-5.91,-0.89,N
1.42,2.86,9.39,-1.23,-2.05,N
-5.26,-2.09,8.58,14.66,-3.92,N
-6.76,4.74,6.14,18.57,-1.54,N
-8.64,7.06,-2.38,2.62,7.84,N
6.26,5.47,-2.07,-8.51,-0.75,N
1.77,-3.16,3.92,2.02,-4.12,N
5.52,2.95,0.5,-8.55,-1.61,N
-13.94,-6.8,9.02,14.97,5.65,N
-2.7,-6.22,-2.83,8.54,-0.78,N
-0.8,2.14,-8.89,-0.84,2.85,N
-0.42,2.17,-5.83,2.26,-2.09,N
2.35,-3.5,5.65,-7.18,-2.56,N
-5.08,-2.98,1.4,9.45,0.6,N
6.77,-4.27,7.94,-8.49,-2.26,N
-8.77,-3.87,0.51,17.1,-0.46,N
-4.56,-4.99,4.74,4.93,1.95,N
8.31,3.23,-2.56,-13.07,1.59,N
-3.14,-8.09,10.36,6.29,-2.91,N
-3.2,6.44,-6.11,-2.2,3.66,N
-9.53,-2.17,-2.25,22.89,-0.81,N
5.7,0.37,1.45,-3.52,-5.97,N
-2.16,10.55,18.79,-2.62,2.44,N
8.67,-5.68,-6.75,-2.62,-8.64,N
-2.67,5.03,-9.63,-0.59,3.37,N
-8.02,-10.01,10.12,12.28,-0.46,N
8.78,-1.6,2.0,-12.05,-3.55,N
-4.54,-6.63,6.16,7.37,-0.18,N
4.0,0.3,4.88,-7.16,-1.63,N
-1.3,-0.2,0.02,-0.06,0.81,N
0.58,-1.14,-14.18,3.16,-3.04,N
1.34,-3.64,-2.95,-0.55,-0.24,N
5.25,-1.28,-9.59,-11.14,-1.82,N
-2.91,-5.3,-4.41,9.38,0.19,N
-3.55,0.08,1.62,11.62,0.09,N
-0.87,5.38,4.41,5.16,-1.94,N
-9.6,8.81,5.29,9.29,6.84,N
2.81,-1.89,-0.75,-5.47,-1.64,N
-0.97,-6.94,-9.41,0.09,0.94,N
0.33,-1.45,3.21,-2.6,1.22,N
0.14,0.59,-0.44,1.15,-0.43,N
-3.27,-5.76,-4.43,11.97,-0.56,N
4.01,6.1,4.12,-7.62,0.16,N
3.71,-4.1,-3.11,-7.04,-1.82,N
-12.4,-1.09,-6.37,16.28,6.47,N
-2.14,4.1,-7.34,8.36,0.94,N
-12.28,-8.43,1.49,13.07,3.59,N
-10.92,-4.02,6.73,15.83,3.3,N
-2.45,9.29,3.06,7.95,1.61,N
-8.38,-4.66,9.86,19.98,-2.95,N
-7.89,1.35,12.03,9.37,3.57,N
0.96,-9.54,-8.43,-7.35,-0.23,N
-2.94,-4.85,-6.44,-1.08,2.94,N
4.66,-5.17,0.56,-3.08,-3.06,N
2.85,-3.76,8.14,1.19,-2.86,N
-3.84,6.95,9.75,4.02,0.11,N
3.9,-1.68,1.94,2.58,-5.91,N
-7.28,-2.58,9.77,12.54,-1.8,N
-1.05,-0.02,-0.08,0.17,0.5,N
-3.1,-2.02,2.68,2.11,2.89,N
6.78,-2.8,9.51,-3.07,-5.58,N
-8.93,-5.24,0.06,14.82,-0.42,N
-3.89,-0.92,3.42,0.94,2.45,N
2.52,-8.71,7.5,5.66,-5.38,N
-1.51,2.61,3.7,0.21,1.93,N
-6.48,-4.56,-12.52,13.43,-1.73,N
1.45,4.77,0.28,-0.64,0.03,N
7.52,6.7,5.69,-6.82,-2.92,N
13.03,3.24,7.62,-14.17,-8.29,N
-3.8,-10.92,-10.35,5.86,-2.18,N
1.91,-3.05,-14.54,-0.04,-0.82,N
9.81,5.86,-1.8,-13.99,-1.99,N
0.3,-5.68,-11.46,0.43,-2.73,N
10.54,4.97,2.29,-18.27,1.01,N
0.2,-1.36,-11.22,-1.64,0.35,N
5.24,8.7,6.81,-13.33,2.55,N
-8.69,3.46,10.08,16.41,1.22,N
1.28,9.71,-9.65,-4.36,4.75,N
4.26,2.94,-11.32,-7.72,0.81,N
8.32,1.84,-3.9,-19.15,3.78,N
4.35,5.81,3.99,-5.27,-0.21,N
0.62,-6.17,-13.79,0.26,-1.41,N
-3.42,-9.02,-7.41,6.72,-2.5,N
-5.82,-5.7,-4.48,8.34,-0.1,N
0.87,-4.21,6.14,5.33,-4.57,N
-4.19,10.94,-5.07,1.43,7.43,N
7.78,-6.31,5.97,-10.18,-5.34,N
-1.21,4.79,-1.81,0.82,1.24,N
4.24,4.22,-4.2,-11.91,2.12,N
-5.97,-2.52,11.99,2.81,0.84,N
-4.58,-8.57,-0.48,12.25,-2.0,N
3.68,4.7,2.65,-11.56,1.53,N
-0.47,6.56,-10.54,-5.34,0.87,N
10.59,-1.78,1.02,-16.84,-0.81,N
-4.05,1.05,5.89,8.15,0.16,N
8.95,-3.99,-9.24,-12.22,-3.23,N
3.01,11.92,4.33,-8.15,3.68,N
0.8,-4.14,6.1,2.98,-5.14,N
-1.62,7.46,7.54,3.59,3.13,N
8.53,0.63,-0.54,-7.53,-5.71,N
-11.25,-1.14,-18.18,14.12,3.28,N
-1.29,7.42,-0.97,9.42,-2.19,N
-0.31,-8.78,7.78,0.73,-0.03,N
-5.11,4.11,-12.68,4.89,3.56,N
1.44,0.38,8.35,4.14,-5.73,N
4.9,4.1,16.91,-4.96,-3.36,N
-3.42,-0.35,7.33,7.7,-2.02,N
-7.18,-0.32,-2.03,14.85,0.83,N
-4.94,-7.78,-1.78,15.12,-3.01,N
-5.69,-9.48,-4.68,1.12,2.07,N
8.54,-7.9,-4.42,-12.08,-2.71,N
-8.55,-2.25,7.22,15.68,0.4,N
7.23,0.06,6.92,-5.47,-3.62,N
0.7,3.75,-12.05,-7.33,3.79,N
0.9,6.36,-4.14,-2.57,3.01,N
-2.22,7.86,11.02,-0.55,6.97,N
3.02,2.24,3.81,-2.48,-3.28,N
5.21,-4.93,6.51,-9.02,-2.12,N
-1.63,-5.34,-1.27,-0.89,1.98,N
3.31,1.01,4.08,-8.11,2.61,N
-12.75,-3.74,6.49,23.33,-1.38,N
-11.09,-1.37,4.82,12.88,8.09,N
6.16,9.87,-0.55,-9.15,1.49,N
-0.35,0.24,-0.25,0.7,0.2,N
10.52,11.01,-4.53,-27.2,3.27,N
-10.86,-5.37,4.13,21.31,1.82,N
13.84,9.47,-14.3,-21.34,-0.47,N
9.5,-5.14,-5.69,-10.26,-4.62,N
1.0,-9.26,2.34,2.59,-4.0,N
7.04,2.74,-0.49,-6.89,-2.05,N
-1.75,2.56,16.38,0.41,1.94,N
6.82,5.02,2.65,-7.09,-2.19,N
5.24,0.3,0.24,-4.08,-2.09,N
2.91,-5.68,2.98,-6.2,-0.61,N
5.94,-3.51,-1.16,-0.35,-5.37,N
-3.22,0.4,12.57,5.8,2.73,N
-4.03,-3.99,-6.24,-0.55,2.31,N
1.05,10.37,9.8,5.08,1.38,N
2.94,6.37,-6.41,-12.27,2.87,N
6.61,-3.6,-7.79,-13.5,-1.87,N
-7.23,-10.4,-4.9,9.76,-0.01,N
3.9,-7.13,-3.11,-6.72,-3.34,N
1.11,-0.32,-10.31,-4.84,2.79,N
-6.11,4.12,-1.25,-0.73,7.95,N
-1.59,6.42,-4.95,6.09,1.46,N
0.67,-1.38,-9.07,4.65,-2.84,N
9.29,1.69,-1.58,-14.24,-2.79,N
2.15,8.9,-11.26,-7.1,2.08,N
-0.91,-3.98,-5.31,-8.72,1.42,N
-1.06,5.1,5.95,8.9,-3.24,N
0.25,3.6,1.8,0.16,2.02,N
-7.68,-5.03,3.81,14.46,-0.54,N
2.74,-6.13,1.17,-14.91,-0.04,N
-4.65,0.44,6.98,10.31,2.02,N
8.16,1.18,-5.83,-16.74,-0.34,N
-3.48,-0.02,20.17,6.19,-1.91,N
2.68,-2.92,3.19,-13.03,4.22,N
14.71,0.8,7.17,-17.86,-4.39,N
-7.37,-5.34,-1.25,12.87,-0.86,N
3.87,-4.97,0.45,-5.79,-2.91,N
6.4,-7.88,-5.97,-6.35,-6.92,N
4.78,-0.28,-13.09,-4.94,-2.7,N
-7.19,3.74,8.27,10.09,3.43,N
-3.83,-2.57,-0.5,5.37,1.63,N
-0.87,-8.67,-9.6,1.21,-2.32,N
-2.76,0.31,13.28,8.32,-1.8,N
8.6,-6.43,10.39,-7.48,-6.8,N
-4.14,0.32,7.54,5.05,3.26,N
-7.41,-7.19,-15.3,-1.16,5.07,N
-11.91,-2.09,6.32,20.41,2.75,N
1.44,-7.18,-5.61,-2.86,0.18,N
4.9,-1.72,-7.39,-14.61,2.68,N
-13.8,-1.15,0.23,24.14,3.13,N
-11.53,5.64,-2.71,11.72,7.46,N
-1.03,0.3,6.55,-3.6,2.02,N
8.49,2.79,-5.94,-16.7,1.51,N
1.53,6.09,4.41,-6.68,2.73,N
0.29,2.23,-8.07,-0.01,2.05,N
1.79,-10.02,3.88,-6.39,-1.99,N
-1.43,-0.54,0.18,-0.29,1.58,N
3.25,-0.62,10.06,-8.33,2.06,N
8.39,3.64,4.5,-12.06,-3.1,N
8.41,5.06,3.27,-6.23,-4.12,N
-8.32,-3.87,4.33,18.89,0.86,N
8.8,1.72,17.09,-8.67,-3.41,N
1.31,-9.65,4.65,-2.78,-3.44,N
-11.33,-5.6,2.25,17.55,2.09,N
5.57,-9.17,2.44,2.73,-9.71,N
9.43,4.49,-10.78,-14.96,0.02,N
-0.16,-3.81,7.11,-8.19,0.45,N
-3.48,-6.6,-6.3,4.23,1.18,N
-2.15,-5.58,-3.28,11.4,-3.11,N
16.22,7.32,-6.53,-22.3,-2.2,N
-5.03,10.71,-1.39,6.72,4.8,N
5.85,5.23,10.76,-6.37,-2.38,N
6.64,-1.88,-6.6,-6.48,-2.14,N
3.26,9.81,-9.05,-3.67,2.51,N
2.69,-4.26,9.38,1.28,-5.23,N
9.83,-4.25,4.54,-16.12,-2.45,N
-0.06,-4.93,-8.34,6.89,-4.4,N
9.93,5.19,0.48,-7.91,-2.83,N
-3.26,-3.76,-3.96,1.68,2.06,N
-9.04,-1.53,-8.09,4.3,6.3,N
4.17,9.59,-15.23,-13.74,4.84,N
4.35,-0.47,-6.67,-4.79,-3.92,N
-0.41,0.25,-0.25,0.67,0.13,N
14.76,6.66,-6.61,-17.15,-4.63,N
-2.45,6.47,-22.71,-4.36,3.24,N
-9.85,12.3,6.24,12.06,7.78,N
-0.86,-6.48,0.11,9.16,-2.04,N
-4.76,1.16,9.79,3.68,0.32,N
-3.27,-1.7,-10.09,2.28,0.22,N
6.58,-5.64,-3.03,-9.72,0.93,N
-2.84,-0.51,-3.14,1.74,1.56,N
-12.43,-11.26,3.43,27.57,-1.55,N
-2.4,0.14,12.85,12.53,-1.59,N
-10.42,-4.16,6.35,16.53,2.8,N
-3.44,8.66,-12.89,2.62,5.51,N
-4.52,4.71,-0.72,9.01,-0.68,N
-3.1,-6.24,7.8,2.37,0.91,N
7.57,2.84,1.24,-5.73,-3.05,N
-3.52,-8.6,0.2,4.11,0.73,N
-6.94,7.13,-7.52,4.62,8.84,N
15.33,1.25,-2.29,-24.32,-0.72,N
3.02,0.31,7.61,-12.14,2.34,N
2.32,7.82,-4.74,-5.87,0.88,N
-0.61,0.3,-0.25,0.57,-0.07,N
-13.38,-0.11,-7.92,20.53,5.23,N
7.29,-2.82,-18.69,-10.23,-1.17,N
1.61,-2.1,-10.09,-0.55,-1.12,N
-1.77,-8.02,-4.7,7.13,-2.37,N
-2.78,-4.94,-0.99,10.06,-2.68,N
-2.76,2.38,14.63,2.13,-0.31,N
2.58,-3.73,5.87,1.02,-2.98,N
-1.35,-3.93,7.52,8.74,-2.64,N
-7.75,-2.99,8.36,7.44,3.04,N
-7.42,4.35,16.67,14.05,1.4,N
-1.58,-0.21,-7.05,0.79,-1.52,N
-7.64,1.18,0.83,14.5,-0.87,N
11.96,3.04,3.08,-24.46,-0.64,N
1.08,-1.81,-22.46,-5.36,-0.28,N
4.9,3.04,-1.54,-5.44,-1.16,N
2.9,-7.33,-4.97,-6.99,-2.94,N
4.87,2.83,-6.25,-13.3,1.28,N
-5.75,-2.23,-3.45,3.9,1.14,N
-11.38,-3.13,2.65,20.91,0.39,N
5.28,2.92,4.64,-7.78,-0.61,N
-0.77,0.06,-0.13,0.37,0.44,N
-23.28,12.41,17.15,30.14,10.26,N
4.76,5.49,0.03,-9.52,-0.33,N
-2.45,12.48,4.03,-1.81,7.56,N
7.47,1.06,7.74,-6.96,-1.47,N
-1.31,4.97,1.32,4.45,0.8,N
-0.43,-3.15,-0.59,-1.89,2.5,N
-0.65,0.53,2.04,-0.88,2.78,N
1.35,2.68,-0.31,5.44,-0.99,N
-3.29,-5.23,0.71,12.61,-0.88,N
-0.76,8.6,7.11,0.67,0.94,N
7.77,-5.14,-9.9,-13.32,-2.57,N
5.12,-5.87,1.52,-10.96,-1.86,N
-13.32,2.86,15.17,18.01,4.82,N
1.07,-2.21,1.62,-2.95,1.59,N
-8.48,-2.87,-7.46,16.16,-3.56,N
7.31,5.61,-4.21,-18.09,0.29,N
-12.82,3.94,7.44,19.43,3.13,N
-2.41,0.53,-6.1,1.58,2.69,N
-4.39,-0.64,-0.98,11.0,0.06,N
0.34,-7.27,4.34,-4.82,-0.76,N
-2.53,7.72,2.88,10.67,0.98,N
-0.46,6.49,0.41,3.19,0.21,N
-5.97,-10.36,11.42,3.26,1.87,N
2.49,3.61,-9.7,-7.7,3.7,N
-0.25,0.31,-0.28,0.79,0.07,N
4.75,-5.83,-6.46,-5.49,-3.66,N
-7.18,-1.25,11.08,11.0,3.41,N
-7.17,-2.72,-12.89,12.37,1.78,N
7.13,2.37,-5.29,-13.05,2.64,N
7.67,3.35,-15.77,-10.05,-2.1,N
4.36,7.95,-14.68,-19.2,4.97,N
-7.4,6.93,4.4,13.89,3.13,N
-2.3,9.61,10.54,8.27,0.78,N
10.16,7.82,9.19,-11.6,-4.38,N
11.85,9.06,2.91,-16.27,-1.99,N
-2.72,4.8,-9.08,-3.96,4.03,N
-3.79,-4.66,-4.88,7.71,-0.44,N
-5.43,-2.04,10.1,4.77,2.82,N
7.57,4.03,4.92,-5.26,-3.63,N
8.05,-0.98,-8.36,-15.85,0.79,N
-10.94,3.08,4.38,18.7,1.92,N
-17.75,2.13,13.42,28.8,2.11,N
-0.13,-1.49,8.92,9.46,-4.89,N
-5.02,-7.19,-17.33,7.75,1.52,N
2.83,-4.74,-7.48,-2.07,-2.68,N
-2.21,-6.6,-5.52,1.43,0.34,N
6.54,6.93,2.42,-7.8,-1.84,N
-4.96,0.95,-12.46,-0.03,4.61,N
6.64,6.66,0.4,-11.1,-0.8,N
-3.02,-0.55,-8.16,2.58,1.24,N
5.8,-1.55,-8.86,-3.0,-5.5,N
2.51,-2.4,-2.13,-10.24,-0.61,N
11.08,10.35,-6.46,-24.85,2.5,N
12.32,2.44,6.58,-16.81,-1.42,N
-0.06,-2.91,-8.75,-0.93,1.16,N
0.93,-3.2,-3.6,-1.8,0.31,N
-2.22,-0.63,10.47,5.34,0.89,N
-4.45,4.35,-5.62,-0.67,4.98,N
-10.3,7.16,2.99,15.53,6.46,N
-2.7,4.48,6.77,-0.08,3.76,N
-3.73,0.08,11.12,1.0,2.28,N
0.97,3.64,-14.21,-11.05,2.8,N
0.34,5.99,-3.65,-2.2,3.64,N
-2.33,-2.09,-12.87,4.62,-0.53,N
0.4,0.9,-0.6,1.45,-1.07,N
7.58,-3.8,6.83,-1.15,-4.84,N
6.18,-0.57,-4.96,-14.78,0.27,N
2.36,-0.44,10.64,-6.69,0.3,N
-2.43,7.99,-6.93,-0.84,2.02,N
1.14,10.26,1.45,-2.15,2.54,N
-6.88,0.7,2.95,12.06,3.26,N
6.6,6.8,9.86,-11.58,0.78,N
0.96,2.01,-11.02,-4.16,0.62,N
-9.52,-6.36,9.88,19.19,-0.33,N
-0.13,5.84,10.78,9.18,-2.32,N
-1.8,2.16,7.65,-1.34,3.25,N
-0.67,0.48,-1.43,9.19,-0.37,N
-2.11,-8.09,3.14,4.29,-1.44,N
0.07,3.86,-5.51,2.51,-0.75,N
-3.4,-0.55,6.8,7.64,-0.19,N
-1.1,-0.06,-0.06,0.12,0.56,N
5.88,4.92,6.1,-12.72,0.24,N
5.31,-1.71,-13.34,-2.67,-3.38,N
6.32,-4.37,2.4,-7.37,-2.25,N
3.42,0.32,17.0,-0.64,0.1,N
4.19,15.35,14.28,-1.23,-1.49,N
-0.99,-3.16,7.1,-4.28,1.3,N
-2.25,0.4,-8.98,-3.87,3.27,N
-1.4,2.23,1.7,1.45,1.88,N
-1.18,-3.48,-10.98,4.38,-3.91,N
-3.45,-3.85,4.26,7.91,1.23,N
-8.68,4.29,3.12,20.35,-1.4,N
2.01,-5.41,0.53,1.64,-2.69,N
0.02,-2.87,10.5,9.58,-6.05,N
1.32,4.07,12.82,-1.67,-1.21,N
-2.43,8.6,0.4,0.13,4.32,N
5.89,-0.23,9.36,-7.1,-0.11,N
-0.51,3.39,1.42,2.19,1.77,N
-2.06,3.55,-0.37,1.45,1.63,N
0.01,0.62,-0.44,1.09,-0.56,N
15.55,13.18,-4.85,-23.28,0.26,N
-14.39,-0.65,0.7,21.04,6.66,N
-4.47,0.71,-9.99,4.93,2.06,N
-3.1,-7.62,-14.44,1.49,0.73,N
-5.32,1.2,9.71,13.63,0.82,N
9.75,6.88,-7.94,-12.72,-0.61,N
-4.07,0.48,13.47,15.5,-3.62,N
-14.04,4.5,8.56,13.92,6.69,N
11.02,4.48,-2.96,-15.07,-4.16,N
-1.71,4.47,-8.88,1.38,3.58,N
-5.08,-3.87,7.66,12.84,-3.6,N
-7.52,1.52,3.55,13.69,2.15,N
6.59,4.41,2.93,-15.72,0.21,N
4.05,-7.88,-11.64,0.63,-3.12,N
5.07,-5.89,10.94,-3.9,-5.54,N
-0.71,0.04,-0.13,0.4,0.51,N
5.53,-2.13,3.86,0.18,-5.18,N
0.69,-4.18,-7.92,-7.2,2.13,N
5.62,-3.14,-1.69,-8.78,-0.75,N
4.29,0.67,-1.29,-5.89,-2.19,N
15.82,2.35,-2.84,-18.41,-6.71,N
11.77,-3.53,7.0,-11.79,-5.13,N
-8.43,-1.03,10.72,12.65,1.03,N
-8.06,4.88,5.05,8.06,4.14,N
1.44,4.14,10.46,0.9,0.03,N
-3.13,-4.0,-1.83,0.98,0.76,N
-0.97,-0.27,0.02,0.1,1.14,N
-0.91,0.08,-0.13,0.3,0.31,N
-3.0,-6.37,-14.65,4.52,0.02,N
-0.56,0.33,-0.27,0.62,-0.13,N
-1.51,6.22,-7.78,-3.41,5.36,N
-9.96,3.28,-1.25,15.3,4.62,N
-11.81,7.16,6.24,19.53,2.22,N
-4.83,-12.36,-4.33,8.47,-1.56,N
-0.85,3.76,-10.49,-5.03,1.83,N
9.55,3.62,-3.64,-16.29,0.04,N
7.94,2.94,-7.82,-14.12,-0.48,N
9.67,-0.91,-4.91,-17.21,-2.59,N
-12.4,4.41,8.37,15.21,6.18,N
-1.48,-0.34,11.86,6.33,-1.48,N
-10.96,-3.54,7.55,15.04,2.44,N
-0.77,-6.35,4.66,3.6,-3.17,N
3.36,-1.58,-1.01,-0.51,-5.66,N
6.24,-3.61,1.76,-15.36,-1.21,N
-2.27,0.91,-8.01,4.82,1.34,N
4.94,-0.42,2.53,-9.31,-0.63,N
-12.52,3.19,-15.02,9.79,8.71,N
-3.43,2.12,2.58,9.94,0.18,N
-2.96,1.42,-7.59,2.54,3.53,N
-10.49,-5.44,-12.36,10.0,3.28,N
-2.79,5.22,-10.36,-4.11,5.74,N
-8.24,5.67,5.7,7.42,4.58,N
-1.5,-0.34,0.1,-0.23,1.06,N
4.52,9.39,5.7,-0.64,-2.47,N
0.85,-4.41,-3.57,-3.99,0.33,N
-0.73,0.66,-15.64,-4.88,5.22,N
0.45,-4.71,-5.14,0.41,-4.64,N
-2.97,1.35,-6.09,-0.43,2.71,N
-3.44,3.63,-5.63,-0.07,2.79,N
-5.59,-6.13,-11.73,5.26,-0.16,N
2.89,0.68,6.19,-5.04,-3.34,N
-2.89,2.08,-7.73,-1.08,3.26,N
-0.72,2.74,1.22,0.6,1.68,N
-2.08,-10.98,-8.51,-3.04,1.66,N
5.32,-3.22,-4.32,-5.93,-6.34,N
-0.56,-0.04,-0.11,0.45,0.77,N
3.81,3.25,-0.4,-5.13,-1.84,N
-3.24,3.33,-8.34,-1.94,4.01,N
5.09,-0.01,6.75,-6.52,-5.21,N
-2.12,-9.31,-4.9,0.65,-0.57,N
-8.39,-3.82,16.16,17.99,0.3,N
6.3,2.98,-0.88,-16.05,0.58,N
-9.24,3.82,4.86,17.33,-0.95,N
-14.97,-11.52,6.95,23.63,0.39,N
7.89,-0.34,-13.36,-10.79,-0.82,N
8.3,4.38,-0.61,-18.49,-0.44,N
-4.62,7.45,8.26,7.65,2.08,N
11.62,9.44,-11.81,-21.63,2.01,N
0.8,5.26,-8.09,-10.46,3.95,N
-0.11,-5.67,-12.09,-2.07,-0.31,N
-5.37,-3.06,3.98,9.62,0.83,N
8.55,-3.51,11.42,-11.44,-3.14,N
-7.81,2.03,11.2,11.89,1.41,N
6.69,-3.89,-3.88,-8.31,-3.84,N
-14.18,-0.02,9.74,19.97,3.26,N
6.68,3.22,9.18,-6.99,-1.56,N
1.32,-7.82,-2.8,-3.93,-1.89,N
2.86,-9.2,-0.48,1.31,-6.9,N
-13.46,1.26,2.26,22.93,3.68,N
-2.34,-8.64,5.62,9.85,-2.56,N
-0.3,2.41,14.06,8.97,-3.7,N
-1.18,0.29,-10.24,-2.86,2.71,N
-1.18,0.89,-9.67,-2.11,3.47,N
-6.6,-4.49,-10.67,10.59,2.73,N
10.27,2.35,9.61,-9.32,-4.99,N
0.77,7.2,14.48,-1.46,1.09,N
-0.81,6.96,-5.14,-2.65,2.84,N
-0.06,0.64,-0.44,1.06,-0.63,N
-18.61,-0.49,-5.27,21.83,7.78,N
-1.1,-0.24,0.02,0.04,1.01,N
9.3,-7.13,-8.18,-18.52,-4.49,N
-6.81,3.5,-26.46,0.99,4.05,N
9.02,2.88,2.65,-15.49,-1.23,N
-1.3,9.92,-2.94,-0.88,4.14,N
1.6,0.85,-7.6,0.83,-0.31,N
-1.01,1.78,-8.02,-2.58,2.4,N
6.48,-3.47,5.33,-11.33,-0.64,N
-1.38,1.61,2.77,3.37,2.56,N
9.9,3.29,8.73,-11.51,-2.97,N
3.5,-2.11,-0.65,-4.95,-0.05,N
-0.02,-5.69,-5.06,-5.57,-0.47,N
9.64,5.43,-3.56,-14.84,-1.38,N
-2.01,2.26,6.48,2.19,3.6,N
-7.98,-4.42,7.35,12.08,-1.06,N
-3.96,2.92,6.22,12.73,-0.44,N
2.37,7.27,5.9,1.56,-2.66,N
-0.8,8.48,-9.22,2.04,0.5,N
-3.41,-3.88,-0.54,0.28,1.11,N
-3.76,-3.02,-4.27,1.88,1.61,N
4.95,-3.91,-4.6,-6.9,-1.92,N
-3.94,-4.82,-6.04,8.28,1.95,N
-1.33,-6.88,11.07,2.53,-1.77,N
-0.26,5.4,-2.34,-0.52,3.93,N
-4.04,-4.53,-6.33,7.64,0.86,N
-1.96,7.15,-10.29,2.44,0.64,N
-1.18,6.21,-5.59,-0.83,2.11,N
8.55,-3.19,8.66,-7.19,-5.6,N
-3.14,3.02,-9.56,2.12,3.54,N
8.78,0.16,-1.85,-10.85,-6.0,N
3.97,-1.09,-9.2,-8.66,-1.13,N
-0.96,0.05,-0.11,0.26,0.37,N
2.47,8.18,-0.12,-6.78,2.63,N
4.99,-1.14,-3.05,-2.09,-6.32,N
3.97,4.99,0.53,-5.4,2.2,N
7.83,1.23,-0.04,-12.33,-1.95,N
-11.4,-5.66,5.86,11.96,2.99,N
5.52,0.95,-12.74,-15.18,-0.91,N
1.35,-3.23,5.39,-6.69,-1.2,N
-1.33,-4.48,-7.1,-8.54,1.07,N
-10.09,-0.58,0.82,15.88,1.58,N
-7.37,-1.92,-10.78,14.06,2.49,N
-0.37,-9.0,-2.4,4.77,-3.35,N
-0.65,1.8,-3.37,4.25,0.49,N
7.19,-3.25,-2.83,-15.7,3.23,N
-0.27,-7.03,-2.9,-7.55,-0.58,N
-11.32,-0.06,0.58,14.89,4.58,N
-2.96,-1.33,10.25,11.92,-1.76,N
-3.88,1.7,-7.76,-0.47,2.92,N
3.7,0.94,9.24,-1.74,-0.32,N
5.48,0.02,-2.37,-4.29,-3.83,N
1.51,-1.42,6.95,7.18,-4.83,N
-5.68,2.21,10.94,11.87,1.7,N
6.46,0.66,13.11,-3.05,-2.98,N
-3.73,-1.46,-7.22,-1.28,3.25,N
-2.75,-4.07,-10.02,-0.18,-0.54,N
-1.71,-7.46,9.26,1.5,-0.94,N
-0.44,-3.54,9.35,6.1,-4.99,N
3.83,13.98,7.12,-3.04,-0.69,N
-4.47,-1.71,-1.22,4.92,-0.1,N
-9.85,-1.41,1.19,18.76,-0.87,N
-6.85,-13.39,-9.1,10.63,-1.23,N
14.89,1.84,-2.01,-15.94,-3.07,N
0.47,-4.69,-8.87,-1.34,-0.88,N
-12.62,-4.98,4.88,27.06,0.12,N
-9.8,-7.08,-8.29,15.6,3.19,N
0.36,-1.9,3.62,3.21,-4.21,N
4.78,5.71,-2.73,-5.36,-1.58,N
-6.73,-5.33,0.3,5.5,0.61,N
-3.06,-9.41,2.64,0.83,-0.62,N
-3.57,-0.33,-2.52,1.47,3.48,N
-7.5,-9.99,-13.7,4.28,3.97,N
-11.7,-9.54,6.95,13.81,0.48,N
-17.67,-2.53,-15.58,26.05,3.75,N
4.1,3.86,7.52,-9.97,0.7,N
-1.77,1.83,-11.56,-0.16,3.32,N
18.06,-6.47,-1.8,-28.2,-5.18,N
11.22,9.59,2.13,-14.13,-2.76,N
-2.65,-3.25,10.21,4.82,-2.86,N
-4.11,-3.83,-4.16,0.94,3.66,N
2.31,-6.5,-2.46,3.22,-3.92,N
5.76,-1.12,-0.24,-8.66,-3.28,N
-5.03,-4.61,7.41,8.05,1.18,N
-12.03,1.7,0.44,24.07,0.53,N
5.97,0.05,8.76,2.39,-8.76,N
1.18,-4.42,-1.9,-5.72,1.06,N
4.97,2.48,19.78,-3.76,-1.89,N
-1.17,-0.23,0.02,0.01,0.94,N
-1.85,-8.71,-2.97,7.12,-3.13,N
-0.28,-6.14,7.07,6.96,-5.32,N
